idx,lat,long,alt,impValue,valYear,stories,zipCode,squareFeet,mktValue,className,disRate,selfMoveYear,motMoveYear,selfMoveFlag,motiMoveFlag,freeRiderFlag,movedOutFlag,property,cumuLoss
188,29.307745,-94.774336,3,55660,2018,1,77550,2570,65240,L,0.18,200,50,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
189,29.286112,-94.797782,4.2,152280,2018,1,77550,5097,171350,M,0.12,200,42,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
190,29.13992,-95.052491,1.1,204170,2018,1,77554,5532,309530,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
191,29.279169,-94.80772,4.3,117170,2018,1,77550,5097,136240,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
192,29.304518,-94.784191,2.5,191670,2018,1,77550,7536,224070,M,0.12,8,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
193,29.276184,-94.815975,4.2,181440,2018,1,77551,6273,216830,M,0.12,200,39,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
194,29.129726,-95.061602,1.6,278480,2018,1,77554,5968,303560,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
195,29.201695,-94.937985,1.5,271260,2018,1,77554,6229,446260,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
196,29.143306,-95.052327,0.4,169520,2018,1,77554,6055,317260,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
197,29.297081,-94.782773,3.5,80410,2018,1,77550,3833,94710,L,0.18,200,46,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
198,29.141847,-95.053753,1.2,300280,2018,1,77554,7841,491640,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
199,29.19847,-94.984199,1.5,103220,2018,1,77554,6839,271490,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
200,29.205035,-94.944578,1.5,215460,2018,1,77554,5706,230660,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
201,29.283242,-94.829735,1.8,145260,2018,1,77551,6316,155640,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
202,29.282045,-94.807212,4,112510,2018,1,77550,3877,129210,L,0.18,200,59,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
203,29.300166,-94.778546,3.1,67640,2018,1,77550,2526,75730,L,0.18,200,45,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
204,29.273956,-94.836043,1.5,93700,2018,1,77551,4008,116450,L,0.18,20,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
205,29.291761,-94.815963,2.3,167715,2018,1,77550,10237,198995,M,0.12,5,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
206,29.294968,-94.78859,2.8,22210,2018,1,77550,2265,29390,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
207,29.206657,-94.936169,3,193460,2018,1,77554,5968,238460,M,0.12,18,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
208,29.284402,-94.80425,3.8,106350,2018,1,77550,2217,116230,L,0.18,200,44,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
209,29.292593,-94.863452,1.5,81210,2018,1,77554,9975,107810,L,0.18,21,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
210,29.285572,-94.82741,2.2,82300,2018,1,77551,5097,103720,L,0.18,47,27,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
211,29.277493,-94.817735,3.9,185820,2018,1,77551,6273,221210,M,0.12,33,14,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
212,29.301231,-94.77625,4.3,88290,2018,1,77550,5097,104470,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
213,29.218082,-94.943333,1.2,417490,2018,1,77554,7579,507940,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
214,29.146871,-95.049169,1.4,201570,2018,1,77554,6970,445000,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
215,29.140403,-95.04782,1.5,110380,2018,1,77554,12458,167000,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
216,29.142592,-95.040673,2.3,51210,2018,1,77554,5968,78300,L,0.18,200,35,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
217,29.196412,-94.986186,1.5,289370,2018,1,77554,5924,435000,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
218,29.289304,-94.820574,2.4,176630,2018,1,77551,5489,198360,M,0.12,6,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
219,29.130277,-95.060623,1.6,193210,2018,1,77554,3267,207000,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
220,29.280396,-94.8199,3.5,110440,2018,1,77551,2570,121080,L,0.18,200,37,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
221,29.20559,-94.937441,2.9,217890,2018,1,77554,12197,263360,M,0.12,13,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
222,29.205639,-94.940627,1.7,232940,2018,1,77554,8581,273610,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
223,29.272824,-94.845262,1.5,36440,2018,1,77551,4922,43330,L,0.18,25,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
224,29.288063,-94.798027,3.7,50900,2018,1,77550,1481,56620,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
225,29.280418,-94.810504,4,63810,2018,1,77550,3006,74940,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
226,29.296354,-94.800003,2.6,124440,2018,1,77550,4792,151440,L,0.18,48,29,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
227,29.318582,-94.771132,1.3,161500,2018,1,77550,5968,187740,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
228,29.186729,-94.974311,1.6,208840,2018,1,77554,8760,234790,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
229,29.289458,-94.826272,2.2,53180,2018,1,77551,2962,63680,L,0.18,55,30,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
230,29.128547,-95.070304,1.5,81400,2018,1,77554,17468,112030,L,0.18,22,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
231,29.314428,-94.772506,3.1,100240,2018,1,77550,5576,116410,L,0.18,200,36,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
232,29.277898,-94.842251,1.5,112200,2018,1,77551,6273,120740,L,0.18,17,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
233,29.306862,-94.786198,2.2,55210,2018,1,77550,5140,74290,L,0.18,55,31,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
234,29.196023,-94.985209,0.4,196410,2018,1,77554,5489,331020,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
235,29.284158,-94.818095,3.2,126510,2018,1,77551,5968,151260,L,0.18,56,32,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
236,29.191589,-94.977654,1.2,139840,2018,1,77554,7187,231150,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
237,29.285184,-94.826397,2.3,59890,2018,1,77551,4182,77530,L,0.18,200,33,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
238,29.301073,-94.776351,4.2,80550,2018,1,77550,5097,109440,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
239,29.138686,-95.052239,0.9,351820,2018,1,77554,4966,446820,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
240,29.293182,-94.786789,3,27860,2018,1,77550,1873,38500,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
241,29.272289,-94.844975,1.5,159720,2018,1,77551,4922,166610,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
242,29.288002,-94.81224,2.8,68390,2018,1,77550,5097,87460,L,0.18,200,43,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
243,29.204648,-94.937828,2.7,94470,2018,1,77554,6098,144280,L,0.18,200,36,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
244,29.142225,-95.044325,1.5,234080,2018,1,77554,6011,261170,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
245,29.282337,-94.826105,1.9,82060,2018,1,77551,2962,92560,L,0.18,35,12,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
246,29.144632,-95.042271,1.5,244370,2018,1,77554,5968,271460,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
247,29.277914,-94.81448,4.1,163210,2018,1,77551,4704,216180,M,0.12,200,33,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
248,29.26238,-94.839494,1.5,138250,2018,1,77551,6578,158710,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
249,29.252946,-94.868408,1.5,133030,2018,1,77554,5227,163740,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
250,29.294775,-94.91998,0.8,94300,2018,1,77554,6273,200000,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
251,29.265519,-94.841169,1.5,111200,2018,1,77551,6578,131660,L,0.18,18,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
252,29.215378,-94.915161,1.8,193720,2018,1,77554,5881,304050,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
253,29.295544,-94.918444,1.4,240340,2018,1,77554,5576,310580,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
254,29.281521,-94.826503,1.6,64400,2018,1,77551,2483,77530,L,0.18,27,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
255,29.192962,-94.981162,0.3,232720,2018,1,77554,6708,326920,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
256,29.283572,-94.820312,3.2,136790,2018,1,77551,4487,155350,M,0.12,28,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
257,29.132433,-95.060705,1.5,288850,2018,1,77554,15594,355510,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
258,29.288597,-94.809975,2.9,93920,2018,1,77550,5140,113000,L,0.18,200,37,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
259,29.292458,-94.803976,2.8,102630,2018,1,77550,4487,116810,L,0.18,200,33,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
260,29.271206,-94.840061,1.5,181000,2018,1,77551,7667,204890,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
261,29.283035,-94.809506,3.6,96290,2018,1,77550,3354,108760,L,0.18,200,42,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
262,29.199969,-94.990966,1.5,58030,2018,1,77554,24829,899420,M,0.12,5,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
263,29.284052,-94.810773,3.3,71300,2018,1,77550,5140,90380,L,0.18,200,47,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
264,29.285954,-94.820051,3,107130,2018,1,77551,5968,131880,L,0.18,200,35,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
265,29.282513,-94.809906,3.6,130910,2018,1,77550,5140,149990,L,0.18,200,35,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
266,29.283767,-94.80103,4.3,84510,2018,1,77550,4269,100440,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
267,29.185822,-94.97531,1.7,169080,2018,1,77554,8756,195030,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
268,29.290716,-94.805511,2.9,51660,2018,1,77550,4008,66660,L,0.18,200,52,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
269,29.181838,-94.97317,1.6,204750,2018,1,77554,18165,357500,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
270,29.280608,-94.809456,4,158850,2018,1,77550,5118,187760,M,0.12,45,26,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
271,29.200274,-94.941687,1.7,130680,2018,1,77554,13068,204170,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
272,29.237054,-94.904488,1.5,52530,2018,1,77554,12066,66950,L,0.18,24,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
273,29.282571,-94.828923,1.8,171770,2018,1,77551,5968,181670,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
274,29.216976,-94.913778,1.9,279650,2018,1,77554,6708,365710,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
275,29.131438,-95.058288,1.7,186440,2018,1,77554,7100,216160,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
276,29.292227,-94.792108,3,328570,2018,1,77550,5271,373710,M,0.12,2,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
277,29.279518,-94.822506,3.3,143480,2018,1,77551,5750,167240,M,0.12,28,4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
278,29.300165,-94.779736,3,121620,2018,1,77550,6011,143920,L,0.18,55,32,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
279,29.274315,-94.826655,2.1,110660,2018,1,77551,4617,117120,L,0.18,37,17,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
280,29.138543,-95.058245,0.7,258450,2018,1,77554,5009,312950,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
281,29.308767,-94.784636,2.1,124880,2018,1,77550,5358,141830,L,0.18,36,16,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
282,29.281817,-94.814569,3.5,59320,2018,1,77551,1960,66630,L,0.18,200,57,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
283,29.282237,-94.811013,3.6,77980,2018,1,77550,5140,97060,L,0.18,200,49,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
284,29.27206,-94.880376,1.6,100680,2018,1,77554,9365,148280,L,0.18,25,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
285,29.280642,-94.809327,4,94850,2018,1,77550,5140,114010,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
286,29.277004,-94.838985,1.5,224240,2018,1,77551,5968,247640,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
287,29.306701,-94.781447,2.4,167430,2018,1,77550,3354,181830,M,0.12,7,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
288,29.286455,-94.839191,1.5,74500,2018,1,77551,5227,96820,L,0.18,22,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
289,29.195348,-94.986172,1.1,243500,2018,1,77554,5358,375670,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
290,29.109337,-95.089971,1.5,194300,2018,1,77554,3964,274460,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
291,29.285924,-94.819768,3,122390,2018,1,77551,5968,147140,L,0.18,55,32,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
292,29.285813,-94.797354,4.4,291970,2018,1,77550,5097,311040,M,0.12,200,58,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
293,29.279336,-94.821524,3.4,95170,2018,1,77551,5968,119920,L,0.18,200,41,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
294,29.190133,-94.980928,1.5,123030,2018,1,77554,6229,187000,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
295,29.264081,-94.840783,1.5,116430,2018,1,77551,7667,150010,L,0.18,18,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
296,29.237188,-94.908522,1.5,268500,2018,1,77554,34369,275900,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
297,29.214384,-94.9303,1.6,236400,2018,1,77554,19558,242900,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
298,29.288309,-94.816207,2.7,207220,2018,1,77551,5968,235720,M,0.12,11,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
299,29.315394,-94.771005,0.8,104640,2018,1,77550,5793,121390,L,0.18,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
300,29.280703,-94.828063,1.4,128070,2018,1,77551,5576,137320,L,0.18,9,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
301,29.282349,-94.803144,4.3,80630,2018,1,77550,2570,95000,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
302,29.298978,-94.803591,2.3,77600,2018,1,77550,10193,94150,L,0.18,52,30,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
303,29.141544,-95.043793,1.9,146760,2018,1,77554,5968,173850,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
304,29.253788,-94.868146,1.5,155260,2018,1,77554,7013,181860,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
305,29.285108,-94.811997,3,26480,2018,1,77550,2544,34500,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
306,29.289937,-94.793711,3.6,154220,2018,1,77550,3354,164820,M,0.12,29,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
307,29.321376,-94.77169,1.5,179290,2018,1,77550,5793,204800,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
308,29.30725,-94.777867,2.6,167650,2018,1,77550,2570,177230,M,0.12,14,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
309,29.262018,-94.866605,0,75860,2018,1,77554,19471,184010,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
310,29.141221,-95.050948,1.3,52340,2018,1,77554,6229,170940,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
311,29.205821,-94.938222,2.9,245940,2018,1,77554,5968,290940,M,0.12,9,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
312,29.300206,-94.782122,1.5,61710,2018,1,77550,1873,68630,L,0.18,22,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
313,29.297131,-94.78258,1.2,136840,2018,1,77550,3833,152100,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
314,29.145722,-95.043124,1.5,135060,2018,1,77554,6229,163230,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
315,29.266217,-94.840037,1.7,287170,2018,1,77551,9409,326930,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
316,29.18363,-94.97718,2.8,206220,2018,1,77554,6882,226640,M,0.12,12,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
317,29.289892,-94.809856,1.8,73190,2018,1,77550,2483,82570,L,0.18,33,7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
318,29.141566,-95.044397,1.7,92470,2018,1,77554,6229,120780,L,0.18,28,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
319,29.141278,-95.046535,1.7,226310,2018,1,77554,6229,254620,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
320,29.185266,-94.976694,1.7,159250,2018,1,77554,7449,181360,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
321,29.204826,-94.941959,3,214500,2018,1,77554,6621,250990,M,0.12,14,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
322,29.285641,-94.819755,2.4,89370,2018,1,77551,2962,101750,L,0.18,52,30,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
323,29.225647,-94.934889,1.8,84360,2018,1,77554,8102,240750,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
324,29.200234,-94.943208,0.2,106580,2018,1,77554,7057,133150,L,0.18,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
325,29.2761,-94.8293,3.3,126900,2018,1,77551,8973,136980,L,0.18,57,32,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
326,29.280588,-94.822442,1.4,133990,2018,1,77551,5968,158750,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
327,29.284174,-94.806131,4.4,82490,2018,1,77550,4312,98530,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
328,29.282371,-94.802731,2.8,65920,2018,1,77550,5140,85000,L,0.18,200,43,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
329,29.293753,-94.7888,2.9,137050,2018,1,77550,6142,159820,M,0.12,25,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
330,29.288909,-94.80833,1.5,77520,2018,1,77550,3833,91830,L,0.18,21,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
331,29.144658,-95.052832,2.2,267610,2018,1,77554,7231,521150,M,0.12,3,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
332,29.299281,-94.806261,4.2,76420,2018,1,77550,2483,82090,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
333,29.143187,-95.042712,2.8,198120,2018,1,77554,5968,226430,M,0.12,14,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
334,29.279823,-94.826885,2.6,142350,2018,1,77551,4792,162150,M,0.12,19,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
335,29.298475,-94.805696,3.7,10440,2018,1,77550,2875,19520,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
336,29.283078,-94.807747,1.5,122510,2018,1,77550,5140,141590,L,0.18,17,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
337,29.300309,-94.784918,1.8,182380,2018,1,77550,5097,201450,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
338,29.216039,-94.915383,2.3,195590,2018,1,77554,5968,271670,M,0.12,4,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
339,29.270758,-94.833718,1.6,129870,2018,1,77551,6186,147850,L,0.18,21,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
340,29.129503,-95.062794,3.1,245570,2018,1,77554,5489,268560,M,0.12,10,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
341,29.287753,-94.805486,1.5,130410,2018,1,77550,5445,150720,L,0.18,16,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
342,29.18222,-94.971179,3.1,223170,2018,1,77554,17729,420000,M,0.12,22,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
343,29.28092,-94.82428,1.6,83070,2018,1,77551,5968,107820,L,0.18,26,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
344,29.128163,-95.062414,1.5,126270,2018,1,77554,9235,165000,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
345,29.253967,-94.867122,2.1,163630,2018,1,77554,7013,193220,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
346,29.316312,-94.768287,2.6,148160,2018,1,77550,5489,183770,M,0.12,18,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
347,29.292683,-94.808505,3.4,123270,2018,1,77550,6273,158750,M,0.12,32,10,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
348,29.284759,-94.821378,0.8,59310,2018,1,77551,2483,69620,L,0.18,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
349,29.13645,-95.061984,2.9,232600,2018,1,77554,5184,295000,M,0.12,12,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
350,29.296988,-94.785213,1.4,49030,2018,1,77550,2570,58610,L,0.18,18,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
351,29.259996,-94.865372,3.3,238460,2018,1,77554,30056,354000,M,0.12,18,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
352,29.297638,-94.782736,2.7,68230,2018,1,77550,2526,77770,L,0.18,200,40,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
353,29.288613,-94.813517,1.9,119260,2018,1,77550,6229,145000,L,0.18,32,8,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
354,29.140457,-95.042064,1,132600,2018,1,77554,5968,159690,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
355,29.307564,-94.776238,2.4,90340,2018,1,77550,2570,99880,L,0.18,51,29,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
356,29.305922,-94.784633,3.1,194330,2018,1,77550,5140,213490,M,0.12,17,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
357,29.291,-94.791633,1.5,80310,2018,1,77550,1830,94110,L,0.18,21,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
358,29.189709,-94.978297,1.8,123930,2018,1,77554,8059,147930,L,0.18,29,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
359,29.183844,-94.978305,2.7,177080,2018,1,77554,9017,203870,M,0.12,16,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
360,29.298907,-94.786254,2.7,61990,2018,1,77550,2004,69490,L,0.18,200,42,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
361,29.292958,-94.791268,1.6,81360,2018,1,77550,5009,102800,L,0.18,26,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
362,29.180336,-94.97572,1.5,176450,2018,1,77554,5227,225240,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
363,29.259754,-94.844792,1.5,243460,2018,1,77551,7318,257180,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
364,29.273805,-94.836263,0,152730,2018,1,77551,7971,169390,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
365,29.296841,-94.920661,3.7,298150,2018,1,77554,6142,375460,M,0.12,16,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
366,29.29961,-94.789666,1.5,225480,2018,1,77550,5097,244540,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
367,29.283678,-94.805517,1.5,39990,2018,1,77550,5009,58550,L,0.18,25,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
368,29.322662,-94.771172,1.5,138660,2018,1,77550,5968,164870,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
369,29.277238,-94.839525,2.7,144590,2018,1,77551,5968,167990,M,0.12,21,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
370,29.290363,-94.808922,3.7,48890,2018,1,77550,2570,58470,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
371,29.27251,-94.821331,0.9,298260,2018,1,77551,9757,340190,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
372,29.280282,-94.877337,1.7,250500,2018,1,77554,21780,323560,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
373,29.236633,-94.883433,3,300200,2018,1,77554,4182,329940,M,0.12,3,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
374,29.300638,-94.778533,1.5,96300,2018,1,77550,5097,112480,L,0.18,19,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
375,29.289462,-94.822657,1.9,152840,2018,1,77551,5968,173840,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
